24,24,24,24,24,24,24,24,24,24,24,24,24,13,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,24,37,14,33,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,29,209,210,210,210,210,210,210,210,210,210,210
24,24,24,24,21,9,16,24,24,24,24,24,24,31,210,210,210,210,210,210,210,210,210,210,210,210,210,210,207,200,34,32,27,26,11,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,225,212,210,210,210,210,210,210,210,210
24,24,24,25,191,209,12,24,24,24,24,24,24,25,228,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,209,25,203,31,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,42,215,210,210,210,210,210,210,210,210
24,24,217,198,210,210,9,24,24,24,24,24,24,24,219,212,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,205,35,210,34,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,27,209,210,210,210,210,210,210,210
24,209,212,210,210,205,24,24,24,24,24,24,24,24,50,212,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,209,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,210,210,210,210,210,210,210
209,210,210,210,210,210,0,28,23,24,24,24,24,24,25,25,25,25,25,24,210,210,210,210,210,210,210,210,210,210,210,210,207,24,20,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,212,210,210,210,210,210,210
210,210,210,210,210,210,210,210,210,24,22,24,24,24,24,24,24,24,38,216,210,210,210,210,210,210,210,210,210,210,210,210,214,19,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,20,213,210,210,210,210,210
210,210,210,210,210,210,210,210,210,209,197,21,24,24,24,24,24,30,205,210,210,210,210,210,210,210,210,210,210,210,210,210,27,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,203,210,210,210,210
210,210,210,210,210,210,210,210,210,210,210,13,24,24,24,24,19,214,210,210,210,210,210,210,210,210,210,210,210,210,210,210,0,42,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,33,210,210,210,210
210,210,210,210,210,210,210,210,210,210,210,24,24,24,39,201,210,213,213,208,210,210,210,210,213,213,213,210,210,210,210,210,27,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,199,209,210,210
210,210,210,210,210,210,210,210,210,210,213,28,24,18,27,208,210,193,19,25,210,210,210,216,32,33,208,220,210,210,210,7,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,20,209,210,210
210,210,210,210,210,210,210,210,210,210,0,24,22,37,210,210,222,41,24,24,39,210,28,28,219,205,29,205,210,210,201,22,39,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,22,202,210,210
210,210,210,210,210,210,210,210,210,210,25,24,13,200,210,210,204,24,24,24,38,222,22,24,209,209,213,215,210,210,23,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,22,64,210,210
210,210,210,210,210,210,210,210,210,210,8,24,210,210,210,210,201,209,22,25,210,210,219,218,210,210,210,210,210,210,209,27,24,42,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,26,210,210
210,210,210,210,210,210,210,210,210,210,43,8,210,210,210,210,210,210,23,207,210,210,210,210,210,210,210,210,210,210,210,210,208,22,201,33,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,210,210
210,210,210,210,210,210,210,210,210,210,210,20,210,210,210,210,210,210,199,218,210,210,210,210,210,210,210,210,210,210,210,210,21,28,210,210,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,21,215,210
209,210,210,210,210,210,210,210,210,210,210,43,210,210,210,210,210,210,210,220,210,210,210,210,210,210,210,210,210,210,210,204,186,215,209,37,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,39,203,210
29,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,199,210,210,210,210,210,210,210,210,210,210,210,210,210,210,195,210,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,22,17,210,210
24,207,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,212,210,210,210,210,210,210,210,210,210,210,210,210,206,201,221,210,203,32,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,22,200,210,210
24,25,199,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,202,210,210,210,210,210,210,210,210,210,210,210,210,215,18,26,196,210,217,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,30,210,210,210
24,25,14,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,220,5,1,211,210,194,37,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,19,203,210,210
24,24,24,25,205,209,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,24,199,209,210,215,24,210,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,210,210,210,210
24,24,24,24,24,15,215,212,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,221,218,210,211,6,203,210,214,7,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,22,210,210,210,210
24,24,24,24,24,24,24,25,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,206,193,210,222,227,213,220,217,27,38,24,24,24,24,24,24,24,24,24,24,24,24,24,24,19,204,210,210,210,210
24,24,24,24,24,24,24,24,35,15,209,210,210,210,209,209,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,202,210,210,224,198,210,214,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,33,44,210,210,210,210,210
24,24,24,24,24,24,24,24,24,24,24,24,24,24,26,215,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,218,210,214,210,210,218,30,218,210,223,28,24,24,24,24,24,24,24,24,24,24,24,24,24,38,237,210,210,210,210,210,210
24,24,24,24,24,24,24,24,24,24,24,24,24,24,22,212,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,198,208,210,210,210,210,210,209,20,24,24,24,24,24,24,24,24,24,24,24,24,24,24,194,210,210,210,210,210,210,210
24,24,24,24,24,24,24,24,24,24,24,24,24,24,193,212,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,226,209,210,201,213,213,40,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,210,210,210,210,210,210,210,210
24,24,24,24,24,24,24,24,24,24,24,24,24,24,214,212,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,19,12,22,13,27,22,22,22,22,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,206,210,210,210,210,210,210,210,210
24,24,24,24,24,24,24,24,24,24,24,211,24,21,216,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,209,194,9,12,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,215,210,210,210,210,210,210,210,210
24,24,24,24,24,24,24,24,24,24,24,24,24,12,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,24,16,22,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,33,210,210,210,210,210,210,210,210,210
24,24,24,24,24,24,24,24,24,24,24,24,24,33,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,224,209,36,24,24,24,24,24,24,24,24,24,24,24,24,24,32,209,212,210,210,210,210,210,210,210,210,210
24,24,24,24,24,24,24,24,24,24,24,24,22,208,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,218,207,217,24,24,24,24,24,24,24,24,25,25,16,203,210,210,210,210,210,210,210,210,210,210,210
24,24,24,24,24,24,24,24,24,24,24,24,30,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,24,19,21,16,27,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210
24,24,24,24,24,24,24,24,24,24,24,24,34,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,209,209,209,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210
24,24,24,24,24,24,24,24,24,24,24,24,23,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210
24,24,24,24,24,24,24,24,24,24,24,24,20,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210
24,24,24,24,24,24,24,24,24,24,24,24,11,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210
22,22,22,22,22,22,22,22,22,22,22,22,20,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210
209,209,209,209,209,209,209,209,209,209,209,209,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
